longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
-122.45,37.73,52.0,7.208600337960199,5.488937726156687,6.6240652277998935,5.5093883366279774,3.2448,266200.0,False,False,False,True,False,0.7614429249534285,1.3084211708285978
-120.58,37.36,33.0,8.178919332848396,6.57507584059962,7.86480400332846,6.546785410760524,2.2179,67500.0,False,True,False,False,False,0.8039052071577015,1.2493031036889097
-120.49,37.32,10.0,7.151485463904735,5.545177444479562,6.431331081933479,5.484796933490655,3.0263,118300.0,False,True,False,False,False,0.7753882004609258,1.3038742455964292
-122.25,37.8,43.0,7.768533300926033,6.675823221634848,7.215239978730097,6.583409222158765,2.1429,250000.0,False,False,False,True,False,0.8593415208555608,1.1800167722793715
-122.5,37.91,31.0,8.85395110151461,7.1569563646156364,7.9215356321335495,7.145196134997171,5.4851,441100.0,False,False,False,True,False,0.8083347516332369,1.2391473843731116
-117.15,34.05,9.0,7.274479558773871,5.393627546352362,6.452048954437226,5.442417710521793,5.0227,162300.0,False,True,False,False,False,0.7414451443261006,1.3366264674448203
-118.57,34.29,4.0,8.853093836138493,7.049254841255837,7.97522083865341,6.993932975223189,7.0808,341200.0,True,False,False,False,False,0.7962476137416107,1.265824803798034
-117.74,33.97,4.0,9.18563775933581,7.466799475018602,8.44741429680832,7.367708572374371,5.6501,254900.0,True,False,False,False,False,0.8128776325225465,1.246742819575935
-117.45,34.07,21.0,8.150756470275551,6.461468176353717,7.737616282857904,6.444131256700441,3.3553,113500.0,False,True,False,False,False,0.7927445998316369,1.2648340242605403
-117.95,33.95,29.0,8.505929999137527,6.51471269087253,7.5569505720129,6.464588303689961,6.8189,379300.0,True,False,False,False,False,0.7659024576422685,1.3157728844514933
-121.96,37.33,26.0,8.0925452638913,6.670766320845874,7.2640301428995295,6.546785410760524,4.2136,288300.0,True,False,False,False,False,0.8243100413179817,1.2361097479367678
-121.84,37.21,15.0,8.606851063346772,6.517671272912275,7.706162970199576,6.516193076042964,8.3792,418300.0,True,False,False,False,False,0.7572654882653308,1.32084039912663
-117.32,34.07,52.0,7.112327444710911,5.598421958998375,6.542471960506805,5.60947179518496,1.9963,76900.0,False,True,False,False,False,0.7871434495274323,1.2679139327906004
-118.29,33.71,31.0,7.940939762327791,6.502790045915623,7.183111701743281,6.452048954437226,4.5606,303800.0,False,False,False,False,True,0.818894266994088,1.2307624784630036
-121.43,38.56,46.0,7.183111701743281,5.501258210544727,6.115892125483034,5.5053315359323625,3.0938,137800.0,False,True,False,False,False,0.7658600393489103,1.3047555183298831
-122.08,37.35,33.0,7.782807262839695,5.762051382780177,6.725033642166843,5.752572638825633,10.3591,500001.0,False,False,False,True,False,0.7403564277239715,1.3529263777238503
-120.3,37.99,23.0,7.554334823725748,5.950642552587727,6.892641641172089,5.926926025970411,2.517,153500.0,False,True,False,False,False,0.7877123123929671,1.2745788947971362
-121.55,38.55,10.0,8.73681053295389,7.060476365999801,7.975908360165538,6.982862751468942,4.106,115900.0,False,True,False,False,False,0.8081297333127213,1.2511788995302793
-118.27,33.82,37.0,6.8501261661455,5.389071729816501,6.6895992691789665,5.37989735354046,5.2287,191100.0,True,False,False,False,False,0.7867113099975032,1.273281944986831
-122.02,37.97,36.0,7.759187438507795,6.07993319509559,7.083387847625295,6.0330862217988015,4.0,171000.0,False,False,False,True,False,0.7835785954753078,1.286105842557368
-118.15,34.13,30.0,7.92443418488756,6.255750041753367,7.042286171939743,6.144185634125646,4.7298,500001.0,True,False,False,False,False,0.7894254524422086,1.2897452415620667
-118.95,34.19,24.0,7.908387159290043,6.075346031088684,7.1846291527173145,6.052089168924417,4.675,228800.0,True,False,False,False,False,0.7682155550454973,1.3067201983568144
-121.97,36.98,17.0,7.942362237674335,6.210600077024653,7.198931240688173,6.169610732491456,3.7083,252400.0,False,False,False,False,True,0.7819588040904096,1.2873360382117647
-118.1,33.83,37.0,7.630461261783627,5.857933154483459,6.716594773520978,5.814130531825066,4.0603,225200.0,True,False,False,False,False,0.7677036752446813,1.31239937253153
-116.99,32.85,32.0,8.558718938244736,6.856461984594587,8.014996894348302,6.855408798609928,4.0931,134200.0,True,False,False,False,False,0.8011084408855168,1.2484622273700423
-121.41,38.52,25.0,8.035278911144667,6.580639137284949,7.835974581721566,6.5638555265321274,1.8689,66800.0,False,True,False,False,False,0.8189683531903068,1.2241705928268556
-117.88,34.0,21.0,8.605204068738951,6.99117688712121,8.130059039992796,6.992096427415888,3.6308,192100.0,True,False,False,False,False,0.8124359203192878,1.2307044329363217
-118.23,34.1,38.0,6.9584483932976555,5.521460917862246,6.684611727667927,5.438079308923196,2.712,143800.0,True,False,False,False,False,0.7934902446327677,1.2795783213164487
-121.25,37.95,40.0,7.440733707389261,5.8944028342648505,7.097548850614793,5.924255797414532,2.0817,55300.0,False,True,False,False,False,0.7921803233478472,1.2559777906005596
-116.98,33.93,40.0,7.731053144007127,6.212606095751519,7.238496840894365,6.118097198041348,1.9472,73200.0,False,True,False,False,False,0.803591177040005,1.2636368618795648
-117.18,33.16,15.0,8.68676717538769,7.095893221097532,8.279950715722526,6.914730892718563,3.1793,159900.0,True,False,False,False,False,0.8168623698356279,1.2562697392222653
-117.08,32.82,10.0,8.552174160311482,6.75343791859778,7.692113339595466,6.705639094860003,5.9734,271700.0,True,False,False,False,False,0.7896749752757386,1.2753704813709528
-117.7,33.57,9.0,7.094234845924755,5.87493073085203,6.152732694704104,5.683579767338681,3.6196,119900.0,True,False,False,False,False,0.8281274666607424,1.2481983426523824
-118.24,34.06,8.0,7.094234845924755,6.315358001522335,6.980075940561763,6.249975242259483,1.0227,87500.0,True,False,False,False,False,0.890209887138168,1.1350820716787442
-118.26,34.09,51.0,7.334981878871814,5.905361848054571,6.507277712385012,5.811140992976701,3.6434,278800.0,True,False,False,False,False,0.8050956288064979,1.2622274847120067
-121.46,38.61,43.0,7.013915474810528,5.598421958998375,6.419994928147142,5.673323267171493,1.2917,66300.0,False,True,False,False,False,0.7981878280547157,1.2362975181400873
-117.92,34.07,29.0,7.438383530044307,5.991464547107982,6.959398512133975,6.021023349349527,3.2122,195500.0,True,False,False,False,False,0.8054793790758317,1.235401874142857
-117.89,34.1,35.0,8.066521490469993,6.300785794663244,7.527793987721444,6.336825731146441,3.8304,175900.0,True,False,False,False,False,0.7811032056515517,1.272959338430571
-118.34,33.84,36.0,7.249925536717988,5.44673737166631,6.517671272912275,5.44673737166631,5.269,331900.0,True,False,False,False,False,0.7512818364934581,1.3310584010221942
-118.27,34.25,35.0,7.645875825184813,5.8888779583328805,6.779921907472252,5.7899601708972535,4.4485,261900.0,True,False,False,False,False,0.7702031909719822,1.3205403145286152
-122.32,37.53,39.0,7.935945103353701,6.142037405587356,7.076653815443951,6.095824562432225,5.779,387100.0,False,False,False,False,True,0.7739515994121171,1.3018657315471152
-122.11,37.4,16.0,7.598399329323964,6.194405391104672,7.068172000388042,6.159095388491933,4.1875,266400.0,False,False,False,True,False,0.8152250391999065,1.2336875547537913
-121.48,38.55,52.0,7.7039102096163115,5.811140992976701,6.5722825426940075,5.793013608384144,4.8603,191900.0,False,True,False,False,False,0.7543105818812653,1.3298622669324571
-121.31,38.28,16.0,7.443663683115591,5.971261839790462,6.5337888379333435,5.937536205082426,1.9485,155400.0,False,True,False,False,False,0.8021939321808739,1.2536620284932234
-116.95,33.76,10.0,8.837971491357209,7.440146680662688,8.052614818815567,7.280697195384741,1.7079,95900.0,False,True,False,False,False,0.8418387282577823,1.2138908203680863
-118.5,34.21,35.0,7.419979923661835,5.808142489980444,6.694562058521095,5.7430031878094825,4.5125,200300.0,True,False,False,False,False,0.7827706475941605,1.2920034485462284
-117.11,32.95,11.0,8.454253391642363,6.715383386334681,7.707062655370473,6.664409020350408,4.9485,231800.0,True,False,False,False,False,0.7943200984457505,1.2685676052935069
-117.05,32.62,34.0,8.27614021955846,6.532334292222349,7.7475968386928855,6.525029657843462,4.2851,144500.0,False,False,False,False,True,0.7892971988059012,1.2683682149413775
-118.12,34.16,52.0,7.704811922932594,6.082218910376446,7.10002716662926,6.0473721790462776,5.0237,241900.0,True,False,False,False,False,0.7894052406747706,1.27407602753957
-122.98,38.44,29.0,8.400884069015854,6.84587987526405,7.192182058713246,6.3818160174060985,3.1,162100.0,True,False,False,False,False,0.8148999342239501,1.3163782920257876
-120.94,37.4,32.0,7.069874128458572,5.342334251964811,6.652863029353347,5.407171771460119,3.0,109400.0,False,True,False,False,False,0.7556477180350575,1.3074994520748262
-117.19,32.78,34.0,8.32093496888341,6.499787040655854,7.414572881350589,6.4692503167957724,4.4097,252000.0,False,False,False,False,True,0.7811366228629549,1.2862286295028973
-122.17,37.48,39.0,7.794823152179389,5.996452088619021,7.072421900537371,6.013715156042802,5.9629,352700.0,False,False,False,True,False,0.7692864830348904,1.2961743198539866
-117.62,34.13,20.0,8.076204527239026,6.248042874508429,7.412160334945205,6.263398262591624,5.1261,158800.0,False,True,False,False,False,0.7736360382448633,1.2894285479935796
-118.67,34.16,17.0,9.713839220355712,7.699389406256737,8.734721003944811,7.6586995582682995,9.1228,500001.0,True,False,False,False,False,0.7926206344987036,1.2683405513496993
-118.32,33.89,45.0,7.564757012905729,6.118097198041348,7.188412736496954,6.129050210060545,4.2813,210100.0,True,False,False,False,False,0.8087632144170221,1.23424621330211
-121.97,37.97,27.0,7.433666540166168,5.66988092298052,6.694562058521095,5.6937321388027,6.1168,210500.0,False,True,False,False,False,0.7627300595667799,1.305587681146052
-117.85,33.76,33.0,7.532088143541722,5.793013608384144,6.960347729101308,5.918893854273146,4.5461,213800.0,True,False,False,False,False,0.7691112342267633,1.27254996102083
-123.81,39.34,17.0,7.591861714889934,5.918893854273146,6.651571873589727,5.786897381366708,3.1563,277000.0,True,False,False,False,False,0.7796366789274373,1.3119053638889553
-121.58,39.16,36.0,7.095893221097532,5.288267030694535,6.2878585601617845,5.3230099791384085,3.3611,79800.0,False,True,False,False,False,0.7452574138195095,1.3330602889919971
-117.74,34.1,29.0,7.916807490937603,6.192362489474872,7.815207062189088,6.278521424165844,3.5072,121900.0,False,True,False,False,False,0.7821792429035683,1.2609350125757386
-118.27,34.06,26.0,6.2422232654551655,5.82600010738045,7.094234845924755,5.7745515455444085,1.4904,275000.0,True,False,False,False,False,0.9333213279348531,1.080988405112014
-121.58,37.02,27.0,7.742402021815782,6.156978985585555,7.277938572945661,6.148468295917647,3.2019,203600.0,False,True,False,False,False,0.7952285309180565,1.2592407814734032
-117.91,33.86,26.0,7.739359202689098,6.3473892096560105,7.255591274253665,6.269096283706261,2.4732,165800.0,True,False,False,False,False,0.82014402528966,1.2345254965702368
-118.3,33.95,50.0,7.519692404116539,5.7899601708972535,6.794586580876499,5.752572638825633,3.1346,120000.0,True,False,False,False,False,0.7699730068383687,1.3071877360338136
-118.43,34.42,13.0,8.188966863648876,6.364750756851911,7.495541943884256,6.3578422665081,6.2971,218300.0,True,False,False,False,False,0.7772348896788522,1.288010384716021
-120.98,39.93,25.0,7.7057128238944275,6.238324625039508,6.816735880594968,6.1092475827643655,1.8914,87800.0,False,True,False,False,False,0.8095713878273874,1.2613194537464922
-117.84,33.98,26.0,8.19946419761216,6.324358962381311,7.597897950521784,6.386879319362645,6.1076,221200.0,True,False,False,False,False,0.7713136870849542,1.2837982037259466
-118.3,33.97,46.0,7.262628600974241,5.762051382780177,7.039660349862076,5.720311776607412,3.375,98500.0,True,False,False,False,False,0.7933837318911268,1.2696211123795673
-124.02,40.72,28.0,8.164510268747042,6.453624998892692,7.413970290190444,6.395261598115449,3.8095,119900.0,True,False,False,False,False,0.7904485127046194,1.2766499295592464
-122.1,37.38,37.0,8.335191583433202,6.418364935936212,7.363913501405819,6.393590753950631,7.5655,500001.0,False,False,False,True,False,0.7700320828489626,1.3036792475781853
-121.88,37.44,20.0,7.20934025660291,5.921578419643816,7.2640301428995295,5.978885764901122,4.4712,144000.0,True,False,False,False,False,0.821375910815188,1.205799966763897
-121.58,39.16,33.0,7.5485559791698735,5.937536205082426,6.790097235513905,5.955837369464831,2.1111,68700.0,False,True,False,False,False,0.7865790783650499,1.2674214406643811
-122.14,38.01,50.0,7.473637108496206,5.834810737062605,6.60934924316738,5.75890177387728,4.5,178300.0,False,False,False,True,False,0.7807190330969449,1.2977538777266642
-117.92,33.76,26.0,6.665683717782408,5.181783550292085,6.4967749901858625,5.135798437050262,2.8438,174300.0,True,False,False,False,False,0.7773821515815937,1.297886550549837
-118.42,34.16,28.0,8.447843113281444,6.947937068614969,7.582738488914411,6.8690144506657065,3.9028,367900.0,True,False,False,False,False,0.8224510061854289,1.229847916896248
-118.11,34.15,26.0,7.693481640835175,6.326149473155099,7.079184394609668,6.327936783729195,3.6474,184100.0,True,False,False,False,False,0.8222739415633877,1.2157962229675174
-122.48,38.32,42.0,7.653020413804189,6.280395838960195,7.040536390215956,6.100318952020064,3.1129,149300.0,True,False,False,False,False,0.8206427657806697,1.254527914687143
-117.66,34.0,5.0,7.23561914106675,5.4680601411351315,6.752270376141742,5.602118820879701,5.411,201100.0,False,True,False,False,False,0.7557142014427494,1.291586160953748
-122.33,37.96,46.0,7.109062135687172,5.4680601411351315,6.709304340258298,5.529429087511423,3.9118,129400.0,False,False,False,True,False,0.7691675831170072,1.285677422239387
-117.12,32.75,20.0,7.249215057114389,6.025865973825314,6.7464121285733745,6.023447592961033,2.3261,114600.0,False,False,False,False,True,0.8312439245282869,1.2034993158379566
-119.61,36.33,32.0,7.30854279753919,5.652489180268651,6.831953565565855,5.579729825986222,3.0139,61500.0,False,True,False,False,False,0.7734085079411264,1.3098381150107745
-117.87,34.08,33.0,8.197263371414335,6.68586094706836,7.722234744709607,6.680854678790215,3.2469,206900.0,True,False,False,False,False,0.815621097448623,1.2269782483726641
-119.01,35.35,34.0,7.2115567333138015,5.786897381366708,6.827629234502852,5.720311776607412,2.1875,58000.0,False,True,False,False,False,0.8024477370654415,1.2606929508291265
-118.23,34.21,29.0,7.85748078694253,6.411818267709897,7.1049654482698426,6.343880434126331,3.3287,273400.0,True,False,False,False,False,0.8160145015390916,1.238592194246588
-117.14,32.71,52.0,7.111512116496157,5.808142489980444,6.862757913051401,5.7745515455444085,1.6011,106300.0,False,False,False,False,True,0.8167239814592507,1.2315263030223247
-118.17,33.77,37.0,7.028201432058005,5.793013608384144,6.20050917404269,5.805134968916488,2.675,241700.0,False,False,False,False,True,0.8242526433520031,1.2106869986125057
-120.93,37.65,1.0,7.720905251936779,5.796057750765372,5.998936561946683,4.727387818712341,4.25,189200.0,False,True,False,False,False,0.7506966555911871,1.6332286556595268
-119.62,36.58,13.0,7.489412083508719,6.0063531596017325,7.410347097821024,6.021023349349527,2.6858,62400.0,False,True,False,False,False,0.8019792598710649,1.2438769373511611
-121.46,38.57,52.0,6.698268054115413,5.153291594497779,5.7899601708972535,5.0238805208462765,3.1583,140000.0,False,True,False,False,False,0.7693468748733636,1.3332856994352018
-122.92,39.08,24.0,5.834810737062605,4.174387269895637,4.990432586778736,4.060443010546419,4.0,166300.0,False,True,False,False,False,0.7154280503701704,1.4369887034265767
-122.08,37.3,30.0,7.727094484779841,6.003887067106539,7.088408778675395,5.921578419643816,7.0813,485300.0,True,False,False,False,False,0.7769915430609103,1.3049045266624413
-118.44,34.24,36.0,7.415175109613295,5.71042701737487,7.111512116496157,5.730099782973574,4.095,184000.0,True,False,False,False,False,0.7701000897432173,1.2940743425876728
-118.24,33.98,37.0,7.087573705557973,5.8998973535824915,7.392031567514591,5.793013608384144,2.125,108900.0,True,False,False,False,False,0.8324283596452587,1.2234691966371753
-122.07,37.94,43.0,7.282761179605593,5.459585514144159,6.52795791762255,5.556828061699537,4.475,265700.0,False,False,False,True,False,0.7496587323820262,1.3105968186782777
-121.78,37.69,35.0,7.956476798036782,6.3784261836515865,7.474204806496124,6.35088571671474,4.3533,168400.0,False,True,False,False,False,0.8016646495123858,1.2528137259809804
-117.01,32.99,8.0,8.12355783506165,6.066108090103747,7.337587743538596,6.1070228877422545,8.4284,378300.0,True,False,False,False,False,0.7467304613653571,1.3301993433440205
-117.24,33.23,13.0,8.231376045573969,6.47543271670409,7.477604243197589,6.421622267806518,4.0776,196000.0,True,False,False,False,False,0.7866768181713611,1.2818218983138077
-119.84,36.83,17.0,8.0106915391303,6.013715156042802,6.895682697747868,5.8944028342648505,7.4201,229700.0,False,True,False,False,False,0.7507111123511935,1.3590336060106407
-117.23,32.99,17.0,7.908019444632471,5.7899601708972535,6.919683849847411,5.768320995793772,15.0001,500001.0,False,False,False,False,True,0.7321631176346134,1.3709395594314109
-119.85,36.81,15.0,7.463936604468925,5.739792912179234,6.919683849847411,5.786897381366708,3.755,68000.0,False,True,False,False,False,0.769003438311978,1.2897993713353435
-122.42,37.77,52.0,7.0707241072602764,6.202535517187923,7.036148493750536,6.07993319509559,1.375,312500.0,False,False,False,True,False,0.8772136238237763,1.1629608221623082
-122.18,37.77,52.0,7.466799475018602,5.8944028342648505,6.937314081223682,5.905361848054571,2.0556,100000.0,False,False,False,True,False,0.7894149098265647,1.26441015252578
-118.2,34.07,21.0,7.21081845347222,5.942799375126701,7.4318919168078,5.908082938168931,1.9937,139600.0,True,False,False,False,False,0.8241504641217349,1.2205005462748362
-118.98,35.4,36.0,7.5310163320779155,5.805134968916488,6.959398512133975,5.786897381366708,3.4205,76600.0,False,True,False,False,False,0.7708302190489034,1.3013910280018297
-118.28,33.96,37.0,7.502738210754851,6.2166061010848646,7.403061091090091,6.104793232414985,1.9348,99100.0,True,False,False,False,False,0.8285783038749278,1.2289913720446934
-118.02,34.09,24.0,7.640603826393634,6.244166900663736,7.589335823170617,6.171700597410915,2.6917,170000.0,False,True,False,False,False,0.8172347425073843,1.2380062360119894
-118.17,33.96,29.0,7.97728198675515,6.669498089857879,8.24380842366528,6.608000625296087,2.5556,146500.0,True,False,False,False,False,0.8360614681706612,1.2072156827917537
-118.44,34.02,32.0,7.715569534520208,6.19644412779452,6.826545223556594,6.135564891081739,4.0429,500001.0,True,False,False,False,False,0.8031091029730245,1.2575157579598029
-122.21,38.83,20.0,7.037905963447182,5.402677381872279,6.131226489483141,5.3471075307174685,3.1534,123400.0,False,True,False,False,False,0.7676541019348937,1.3162080476251137
-122.54,37.91,48.0,7.981049759665957,6.194405391104672,7.05617528410041,6.226536669287466,5.6302,489000.0,False,False,False,True,False,0.7761391768799015,1.2817799337844853
-118.11,33.86,35.0,7.135687347028144,5.53338948872752,6.530877627725885,5.634789603169249,4.2,226900.0,True,False,False,False,False,0.7754529058832791,1.2663626948936522
-117.04,32.76,37.0,7.9996785794994505,6.324358962381311,7.1592919047975645,6.336825731146441,3.7368,152200.0,False,False,False,False,True,0.7905766337398312,1.2624110112701759
-122.14,37.45,52.0,8.253748343328501,6.2878585601617845,7.238496840894365,6.293419278846481,7.8647,500001.0,False,False,False,True,False,0.761818545781597,1.3114887118789467
-116.62,32.86,18.0,8.32263709695394,6.742880635791903,7.617267813628347,6.61472560020376,4.0159,169100.0,True,False,False,False,False,0.8101855886831563,1.2581983894687285
-118.26,33.93,35.0,7.354362330421477,6.0014148779611505,7.370230641807081,6.008813185442595,1.4917,93200.0,True,False,False,False,False,0.8160347027146282,1.2239292691339967
-117.75,34.04,22.0,7.989221408815276,6.456769655572163,7.8636512654486515,6.401917196727186,3.125,113600.0,False,True,False,False,False,0.808185094037798,1.2479420091374438
-122.41,37.8,52.0,7.45298232946546,6.0330862217988015,6.92461239604856,5.981414211254481,3.3839,400000.0,False,False,False,True,False,0.8094861835304398,1.2460234429914774
-117.9,33.91,26.0,7.9676267393338165,6.1675164908883415,7.113142108707088,6.0867747269123065,4.9524,226600.0,True,False,False,False,False,0.7740719655504363,1.3090063452004288
-118.29,33.84,23.0,8.196161139282902,6.684611727667927,7.7501841622578365,6.595780513961311,4.7393,237900.0,True,False,False,False,False,0.8155783682228552,1.242637034682106
-118.18,33.85,40.0,7.862497197230545,6.368187186350492,7.1592919047975645,6.327936783729195,3.975,213800.0,True,False,False,False,False,0.8099446049524313,1.2425056485151862
-118.3,33.95,41.0,7.629489916393995,6.311734809152915,7.498869733976931,6.2285110035911835,1.2455,100800.0,True,False,False,False,False,0.8272813619676551,1.2249299892052927
-122.08,37.7,32.0,7.908019444632471,6.104793232414985,7.053585727193677,6.018593214496234,5.2497,259300.0,False,False,False,True,False,0.7719749900916826,1.3139315389492368
-121.24,38.63,4.0,9.307648554443182,7.356279876550748,8.257904193465674,7.3098814858247865,7.2582,273200.0,False,True,False,False,False,0.7903478342055673,1.2732967795021624
-117.44,34.45,6.0,8.710949125835855,7.037027614686276,8.037543185118697,6.854354502255021,3.5167,130900.0,False,True,False,False,False,0.807837069535295,1.2708635252189
-117.23,33.89,5.0,9.373818840968658,7.616775808698373,8.80792062205398,7.555905093611346,4.1953,136600.0,False,True,False,False,False,0.8125584607426957,1.2405951007635592
-120.69,37.4,46.0,6.7580945044277305,4.875197323201151,6.208590026096629,4.997212273764115,3.5167,137500.0,False,True,False,False,False,0.7213863789574186,1.352372909973913
-120.64,36.99,23.0,7.768110378525988,6.1092475827643655,7.063903961472068,6.018593214496234,2.2794,75700.0,False,True,False,False,False,0.7864522110361163,1.2906853980122648
-118.4,34.03,43.0,6.914730892718563,5.308267697401205,6.255750041753367,5.298317366548036,6.5669,372800.0,True,False,False,False,False,0.7676752399707969,1.3050805405459607
-121.09,38.68,15.0,8.560061091643414,6.568077911411976,7.575584651557793,6.492239835020471,4.7083,213300.0,False,True,False,False,False,0.767293345350529,1.3185066031400583
-121.3,38.51,19.0,6.71295620067707,4.90527477843843,6.126869184114185,4.897839799950911,4.15,157500.0,False,True,False,False,False,0.7307175306675892,1.3705952981035334
-118.39,33.97,38.0,6.901737206656574,5.170483995038151,5.926926025970411,5.198497031265826,6.2673,357200.0,True,False,False,False,False,0.7491568919853009,1.3276408864228997
-119.79,36.78,41.0,7.708859601047175,6.137727054086234,7.029972911706386,6.030685260261263,2.319,59100.0,False,True,False,False,False,0.7961913138556165,1.2782725790457201
-119.87,36.83,4.0,8.483429561263428,6.665683717782408,7.644440761556566,6.672032945461067,5.1781,122500.0,False,True,False,False,False,0.7857298359874276,1.2714909579447804
-117.78,33.69,16.0,8.131824785007195,6.218600119691729,7.362645270417825,6.192362489474872,6.0961,295500.0,True,False,False,False,False,0.7647238208030606,1.3132023196039988
-122.27,37.85,52.0,5.817111159963204,4.430816798843313,5.030437921392435,4.356708826689592,2.2841,106300.0,False,False,False,True,False,0.7616868024353415,1.335207697224808
-122.45,37.77,52.0,8.037866234709618,6.52649485957079,7.146772179452637,6.461468176353717,3.575,500001.0,False,False,False,True,False,0.8119685833272108,1.2439690199395954
-118.3,33.98,44.0,7.1252830915107115,5.602118820879701,6.699500340161678,5.616771097666572,2.9375,95200.0,True,False,False,False,False,0.7862310520060941,1.26857280946892
-121.96,38.34,14.0,8.01829613851552,6.523562306149512,7.37650812632622,6.498282149476434,3.6036,143500.0,False,True,False,False,False,0.8135846061875761,1.2339101248722408
-122.51,38.0,17.0,7.803843303538772,6.285998094508865,7.05444965813294,6.298949246855942,3.9519,274200.0,False,False,False,True,False,0.805500296457565,1.238911919703748
-117.82,33.72,24.0,8.089789175789319,6.129050210060545,7.232733136177615,6.093569770045136,6.5987,272800.0,True,False,False,False,False,0.7576279278579019,1.3275944119910186
-118.36,33.97,19.0,8.445052513638554,7.156176637480615,7.978653729082731,7.022868086082641,2.6823,142500.0,True,False,False,False,False,0.8473809518559611,1.2025076379227861
-117.08,34.08,34.0,3.828641396489095,2.4849066497880004,3.6888794541139363,2.70805020110221,3.0625,500001.0,False,True,False,False,False,0.649030920489625,1.413800008186994
-117.89,33.87,25.0,7.30854279753919,6.0867747269123065,6.628041376179533,5.966146739123692,3.0893,188200.0,True,False,False,False,False,0.8328301407719393,1.2250021860194256
-121.65,39.16,16.0,8.521782643750045,7.00669522683704,7.643961949002529,6.863803391452954,2.3963,114800.0,False,True,False,False,False,0.8222100374709529,1.241554012803115
-120.02,38.92,24.0,7.085901464365611,5.5093883366279774,6.028278520230698,5.0238805208462765,3.2396,101900.0,False,True,False,False,False,0.7775141052037229,1.4104438660440088
-117.86,33.75,39.0,5.62040086571715,4.477336814478207,6.318968113746434,4.6443908991413725,3.5972,158000.0,True,False,False,False,False,0.7966223266722292,1.2101481093583695
-118.19,34.08,38.0,7.124478262493424,5.700443573390687,6.962243464266207,5.575949103146316,2.3409,115500.0,True,False,False,False,False,0.8001208458169463,1.2777157988176984
-117.4,33.95,32.0,7.590852123688581,6.198478716492308,6.86171134048073,6.09807428216624,2.4408,117300.0,False,True,False,False,False,0.8165721865597765,1.2447949586130749
-121.95,37.35,36.0,6.725033642166843,5.356586274672012,6.302618975744905,5.356586274672012,3.2813,244400.0,True,False,False,False,False,0.7965144205503321,1.2554700507607566
-117.25,33.19,18.0,7.545389749611823,5.726847747587197,6.7226297948554485,5.634789603169249,4.5764,207000.0,True,False,False,False,False,0.7589863396893206,1.3390721359619124
-119.1,36.21,38.0,6.590301048196686,5.159055299214529,6.327936783729195,5.176149732573829,2.4653,49500.0,False,True,False,False,False,0.782825437181843,1.2732052565488041
